MESA,Departamento,Municipio,Circuito,ESTADO
382,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
383,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
384,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
385,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
386,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
387,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
388,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
389,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
390,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
391,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
392,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
393,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
394,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
395,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
396,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
397,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
398,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
399,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
400,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
401,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
402,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
403,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
404,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
405,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
406,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
407,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
408,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
409,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
410,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
411,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
412,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
413,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
414,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
415,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
416,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
417,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
418,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
419,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
420,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
421,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
422,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
423,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
424,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
425,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
426,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
427,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
428,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
429,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
430,241 -- CAPITAL,1 -- CAPITAL,5B -- CAPITAL,
431,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
432,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
433,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
434,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
435,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
436,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
437,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
438,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
439,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
440,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
441,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
442,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
443,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
444,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
445,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
446,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
447,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
448,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
449,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
450,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
451,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
452,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
453,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
454,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
455,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
456,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
457,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
458,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
459,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
460,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
461,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
462,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
463,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
464,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
465,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
466,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
467,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
468,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
469,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
470,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
471,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
472,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
473,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
474,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
475,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
476,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
477,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
478,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
479,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
480,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
481,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
482,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
483,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
484,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
485,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
486,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
487,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
488,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
489,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
490,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
491,241 -- CAPITAL,1 -- CAPITAL,5C -- CAPITAL,
492,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
493,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
494,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
495,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
496,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
497,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
498,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
499,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
500,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
501,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
502,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
503,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
504,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
505,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
506,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
507,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
508,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
509,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
510,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
511,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
512,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
513,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
514,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
515,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
516,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
517,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
518,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
519,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
520,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
521,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
522,241 -- CAPITAL,1 -- CAPITAL,6 -- CAPITAL,
523,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
524,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
525,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
526,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
527,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
528,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
529,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
530,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
531,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
532,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
533,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
534,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
535,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
536,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
537,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
538,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
539,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
540,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
541,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
542,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
543,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
544,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
545,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
546,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
547,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
548,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
549,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
550,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
551,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
552,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
553,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
554,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
555,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
556,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
557,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
558,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
559,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
560,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
561,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
562,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
563,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
564,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
565,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
566,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
567,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
568,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
569,241 -- CAPITAL,1 -- CAPITAL,7 -- CAPITAL,
570,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
571,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
572,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
573,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
574,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
575,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
576,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
577,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
578,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
579,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
580,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
581,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
582,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
583,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
584,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
585,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
586,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
587,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
588,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
589,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
590,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
591,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
592,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
593,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
594,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
595,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
596,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
597,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
598,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
599,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
600,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
601,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
602,241 -- CAPITAL,1 -- CAPITAL,7A -- CAPITAL,
603,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
604,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
605,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
606,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
607,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
608,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
609,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
610,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
611,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
612,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
613,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
614,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
615,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
616,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
617,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
618,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
619,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
620,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
621,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
622,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
623,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
624,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
625,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
626,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
627,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
628,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
629,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
630,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
631,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
632,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
633,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
634,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
635,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
636,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
637,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
638,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
639,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
640,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
641,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
642,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
643,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
644,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
645,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
646,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
647,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
648,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
649,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
650,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
651,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
652,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
653,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
654,241 -- CAPITAL,1 -- CAPITAL,7B -- CAPITAL,
655,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
656,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
657,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
658,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
659,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
660,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
661,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
662,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
663,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
664,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
665,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
666,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
667,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
668,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
669,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
670,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
671,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
672,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
673,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
674,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
675,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
676,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
677,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
678,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
679,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
680,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
681,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
682,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
683,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
684,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
685,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
686,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
687,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
688,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
689,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
690,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
691,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
692,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
693,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
694,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
695,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
696,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
697,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,
698,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
699,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
700,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
701,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
702,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
703,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
704,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
705,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
706,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
707,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
708,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
709,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
710,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
711,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
712,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
713,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
714,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
715,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
716,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
717,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
718,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
719,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
720,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
721,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
722,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
723,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
724,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
725,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
726,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
727,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
728,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
729,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
730,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
731,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
732,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
733,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
734,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
735,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
736,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
737,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
738,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
739,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
740,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
741,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
742,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
743,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
744,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
745,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
746,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
747,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
748,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
749,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
750,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
751,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
752,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
753,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
754,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
755,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
756,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
757,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
758,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
759,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
760,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
