mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,G33,G41,G60,G71,G179,G180,G191,G652,G653,G654,blanco,nulos,recur,impug,validos,totales
8,112,47,AVIA TERAI,0,0,1,1,2,0,2,0,0,3,93,31,9,9,0,0,0,141,150
9,112,47,AVIA TERAI,0,0,1,0,1,1,2,0,1,6,85,40,9,6,0,0,0,145,151
10,112,47,AVIA TERAI,0,0,1,0,0,0,1,0,0,4,96,32,19,7,0,0,0,152,159
11,112,47,AVIA TERAI,0,0,1,2,2,7,5,0,1,8,83,40,9,9,0,0,0,157,166
12,112,47,AVIA TERAI,0,0,1,2,3,1,1,1,0,6,83,44,4,4,1,0,0,145,150
13,112,47,AVIA TERAI,0,0,1,1,3,2,5,1,1,5,111,37,5,0,0,0,0,171,171
14,112,47,AVIA TERAI,0,0,1,0,7,2,2,0,1,3,90,35,3,5,0,0,0,143,148
15,112,47,AVIA TERAI,0,0,1,1,4,3,0,0,0,4,86,33,7,3,0,0,0,138,141
16,112,47,AVIA TERAI,0,0,1,0,2,2,2,0,0,6,119,43,11,4,0,0,0,185,189
1007,112,47,AVIA TERAI,1,0,1,0,1,1,0,0,0,7,128,32,7,2,0,0,0,176,178
1008,112,47,AVIA TERAI,1,0,1,2,2,0,0,1,0,5,115,40,6,2,2,0,0,171,175
1009,112,47,AVIA TERAI,1,0,1,0,0,2,0,1,5,6,114,39,13,2,1,0,0,180,183
1010,112,47,AVIA TERAI,1,0,1,1,2,2,0,1,0,8,116,38,10,7,0,0,0,178,185
1011,112,47,AVIA TERAI,1,0,1,0,1,1,0,1,1,6,113,51,1,0,6,0,0,175,181
1012,112,47,AVIA TERAI,1,0,1,2,2,1,2,1,1,2,112,42,5,3,2,0,0,170,175
1013,112,47,AVIA TERAI,1,0,1,1,2,5,2,1,0,3,118,45,9,3,3,0,0,186,192
1014,112,47,AVIA TERAI,1,0,1,0,1,1,2,0,2,5,94,54,3,6,0,0,0,162,168
1015,112,47,AVIA TERAI,1,0,1,2,2,1,2,1,0,3,114,41,10,2,2,0,0,176,180
1016,112,47,AVIA TERAI,1,0,1,0,1,1,0,0,1,1,71,33,3,0,2,0,0,111,113
17,113,48,CAMPO LARGO,0,0,1,0,5,6,6,1,1,5,106,35,1,0,3,0,0,166,169
18,113,48,CAMPO LARGO,0,0,1,2,9,3,1,0,1,4,82,42,0,1,0,0,0,144,145
19,113,48,CAMPO LARGO,0,0,1,1,12,8,3,1,1,4,82,36,2,2,0,0,0,150,152
20,113,48,CAMPO LARGO,0,0,1,3,5,2,2,3,1,1,97,28,0,1,4,0,0,142,147
21,113,48,CAMPO LARGO,0,0,1,0,3,7,1,0,1,4,78,42,3,4,0,0,0,139,143
22,113,48,CAMPO LARGO,0,0,1,0,6,0,2,0,1,4,100,22,2,3,3,0,0,137,143
23,113,48,CAMPO LARGO,0,0,1,0,3,10,1,0,1,3,86,39,1,0,1,0,0,144,145
24,113,48,CAMPO LARGO,0,0,1,1,3,1,0,2,0,1,76,36,2,2,0,0,0,122,124
25,113,48,CAMPO LARGO,0,0,1,0,6,3,4,0,2,1,92,38,0,7,0,0,0,146,153
26,113,48,CAMPO LARGO,0,0,1,1,3,0,3,0,0,2,103,24,3,2,4,0,0,139,145
27,113,48,CAMPO LARGO,0,0,1,0,6,1,4,0,0,6,93,24,2,0,2,0,0,136,138
28,113,48,CAMPO LARGO,0,0,1,2,3,10,1,1,0,3,97,22,2,7,0,0,0,141,148
29,113,48,CAMPO LARGO,0,0,1,0,5,4,1,0,2,1,91,41,3,3,5,0,0,148,156
30,113,48,CAMPO LARGO,0,0,1,3,5,6,0,1,0,4,98,33,1,5,1,0,0,151,157
31,113,48,CAMPO LARGO,0,0,1,2,0,2,1,0,0,5,69,24,1,3,2,0,0,104,109
1017,113,48,CAMPO LARGO,1,0,1,1,2,2,0,2,0,4,115,44,1,5,2,0,0,171,178
1018,113,48,CAMPO LARGO,1,0,1,2,7,3,1,0,0,3,114,37,3,2,3,1,0,170,176
1019,113,48,CAMPO LARGO,1,0,1,2,12,10,3,1,1,4,84,49,2,2,5,0,0,168,175
1020,113,48,CAMPO LARGO,1,0,1,0,4,3,2,0,2,4,117,53,2,3,5,0,0,187,195
1021,113,48,CAMPO LARGO,1,0,1,0,5,5,3,1,2,1,109,35,0,2,2,0,0,161,165
1022,113,48,CAMPO LARGO,1,0,1,1,1,7,1,0,3,3,119,30,3,1,2,0,0,168,171
1023,113,48,CAMPO LARGO,1,0,1,1,4,3,4,1,2,3,97,56,0,2,3,0,0,171,176
1024,113,48,CAMPO LARGO,1,0,1,1,3,0,0,0,0,4,106,37,3,2,2,0,0,154,158
1025,113,48,CAMPO LARGO,1,0,1,0,14,5,2,0,0,1,122,31,2,1,4,0,0,177,182
1026,113,48,CAMPO LARGO,1,0,1,1,4,2,2,0,0,5,145,35,2,2,3,0,0,196,201
1027,113,48,CAMPO LARGO,1,0,1,1,7,7,2,0,0,5,107,35,3,3,3,0,0,167,173
1028,113,48,CAMPO LARGO,1,0,1,2,4,3,0,0,0,4,122,32,1,2,2,0,0,168,172
1029,113,48,CAMPO LARGO,1,0,1,0,5,5,2,2,0,5,128,54,2,4,0,0,0,203,207
1030,113,48,CAMPO LARGO,1,0,1,2,4,2,1,0,0,4,129,57,1,2,0,0,0,200,202
32,114,48,CAMPO LARGO,0,0,1,1,1,3,0,0,0,2,47,23,1,0,0,0,0,78,78
1031,114,48,CAMPO LARGO,1,0,1,1,1,3,0,0,0,2,47,23,0,1,0,0,0,77,78
1,115,49,CORZUELA,0,0,1,3,3,9,4,0,2,3,108,17,4,8,0,0,0,153,161
2,115,49,CORZUELA,0,0,1,1,2,6,3,0,1,0,115,33,2,6,2,0,0,163,171
3,115,49,CORZUELA,0,0,1,0,1,5,1,1,2,2,115,18,2,4,0,0,0,147,151
4,115,49,CORZUELA,0,0,1,2,0,8,4,0,4,4,106,35,1,4,0,0,0,164,168
5,115,49,CORZUELA,0,0,1,0,2,1,4,1,1,0,131,16,3,5,0,0,0,159,164
6,115,49,CORZUELA,0,0,1,0,0,4,3,2,0,3,107,37,2,7,0,0,0,158,165
7,115,49,CORZUELA,0,0,1,3,1,10,3,3,0,1,110,16,4,2,2,0,0,151,155
8,115,49,CORZUELA,0,0,1,4,1,4,0,2,1,2,107,39,1,6,2,0,0,161,169
9,115,49,CORZUELA,0,0,1,1,4,1,2,2,0,1,114,27,0,5,0,0,0,152,157
10,115,49,CORZUELA,0,0,1,1,2,2,1,0,1,1,110,44,1,13,0,0,0,163,176
11,115,49,CORZUELA,0,0,1,2,0,4,3,0,0,1,107,26,2,5,0,0,0,145,150
12,115,49,CORZUELA,0,0,1,7,2,3,1,1,0,2,110,33,2,7,0,0,0,161,168
13,115,49,CORZUELA,0,0,1,0,3,3,6,0,2,5,110,27,2,0,0,0,0,158,158
14,115,49,CORZUELA,0,0,1,3,1,3,4,2,0,122,25,2,0,11,0,0,0,162,173
15,115,49,CORZUELA,0,0,1,0,1,0,1,1,0,2,106,42,0,5,3,0,0,153,161
16,115,49,CORZUELA,0,0,1,2,0,0,2,1,0,0,105,41,0,6,0,0,0,151,157
17,115,49,CORZUELA,0,0,1,1,1,4,2,3,1,1,100,22,2,2,0,0,0,137,139
1001,115,49,CORZUELA,1,0,1,2,3,5,1,0,1,3,135,27,0,3,0,0,0,177,180
1002,115,49,CORZUELA,1,0,1,1,2,4,0,2,0,0,147,35,2,0,13,0,0,193,206
1003,115,49,CORZUELA,1,0,1,1,0,4,3,0,0,3,139,20,1,8,0,0,0,171,179
1004,115,49,CORZUELA,1,0,1,2,3,4,1,0,0,2,145,31,3,1,0,0,2,191,194
1005,115,49,CORZUELA,1,0,1,1,0,6,0,2,0,2,147,35,0,1,6,0,0,193,200
1006,115,49,CORZUELA,1,0,1,2,0,1,0,2,0,1,149,34,3,2,4,0,0,192,198
1007,115,49,CORZUELA,1,0,1,1,2,5,1,0,1,1,146,36,2,4,1,0,0,195,200
1008,115,49,CORZUELA,1,0,1,0,3,5,1,0,2,1,133,47,1,2,3,0,0,193,198
1009,115,49,CORZUELA,1,0,1,3,1,5,3,3,0,2,150,39,1,2,0,0,0,207,209
1010,115,49,CORZUELA,1,0,1,2,0,9,2,2,3,1,153,29,0,5,0,0,0,201,206
1011,115,49,CORZUELA,1,0,1,3,1,3,0,0,0,2,148,41,3,5,0,0,0,201,206
1012,115,49,CORZUELA,1,0,1,1,1,4,2,1,0,0,129,40,0,2,3,0,0,178,183
1013,115,49,CORZUELA,1,0,1,5,2,4,1,2,2,1,141,17,3,0,0,0,0,178,178
1014,115,49,CORZUELA,1,0,1,1,2,3,2,2,1,4,137,27,1,6,4,0,0,180,190
1015,115,49,CORZUELA,1,0,1,3,1,5,2,0,0,1,112,45,0,10,0,0,0,169,179
1016,115,49,CORZUELA,1,0,1,2,2,7,2,1,1,2,149,52,1,8,0,0,0,219,227
18,116,49,CORZUELA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,116,49,CORZUELA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,117,50,LAS BREÑAS,0,1,1,2,1,2,3,9,1,3,92,42,2,5,2,0,0,157,164
2,117,50,LAS BREÑAS,0,1,1,0,5,2,3,3,1,3,80,29,2,6,0,0,0,128,134
3,117,50,LAS BREÑAS,0,1,1,3,1,5,1,4,2,4,65,64,1,6,1,0,0,150,157
4,117,50,LAS BREÑAS,0,1,1,2,9,3,4,3,0,2,61,50,3,3,1,0,0,137,141
5,117,50,LAS BREÑAS,0,1,1,1,2,1,3,5,0,1,87,41,7,5,3,0,0,148,156
6,117,50,LAS BREÑAS,0,1,1,0,5,2,2,2,3,5,88,38,3,4,2,0,0,148,154
7,117,50,LAS BREÑAS,0,1,1,5,4,1,4,6,4,5,87,25,3,4,2,0,0,144,150
8,117,50,LAS BREÑAS,0,1,1,0,4,4,6,9,0,3,49,47,3,9,0,0,0,125,134
9,117,50,LAS BREÑAS,0,1,1,0,6,2,5,5,0,2,73,36,2,3,0,0,0,131,134
10,117,50,LAS BREÑAS,0,1,1,1,1,3,7,5,1,7,72,34,5,11,0,0,0,136,147
11,117,50,LAS BREÑAS,0,1,1,4,2,4,3,6,4,3,76,42,2,2,0,0,0,146,148
12,117,50,LAS BREÑAS,0,1,1,2,6,3,5,3,0,5,57,36,5,5,0,0,0,122,127
13,117,50,LAS BREÑAS,0,1,1,1,6,1,9,6,0,3,68,33,5,1,0,0,0,132,133
14,117,50,LAS BREÑAS,0,1,1,1,4,5,2,9,0,3,86,47,2,9,0,0,0,159,168
15,117,50,LAS BREÑAS,0,1,1,2,6,2,3,4,1,3,89,32,5,4,0,0,0,147,151
16,117,50,LAS BREÑAS,0,0,1,0,6,1,5,9,0,1,66,65,3,1,3,5,0,156,165
17,117,50,LAS BREÑAS,0,0,1,3,5,5,2,7,0,2,74,46,3,6,2,10,0,147,165
18,117,50,LAS BREÑAS,0,0,1,4,4,4,4,3,2,59,72,8,2,5,0,0,0,162,167
19,117,50,LAS BREÑAS,0,0,1,3,7,3,1,3,0,1,76,29,5,3,4,5,1,128,141
20,117,50,LAS BREÑAS,0,0,1,1,3,5,1,2,1,3,80,31,3,4,2,5,0,130,141
21,117,50,LAS BREÑAS,0,0,1,0,41,1,0,2,0,0,91,44,4,2,1,11,0,183,197
22,117,50,LAS BREÑAS,0,0,1,2,6,0,4,1,0,89,40,5,0,3,2,5,0,147,157
23,117,50,LAS BREÑAS,0,0,1,1,3,3,6,2,0,4,73,44,4,3,5,0,0,140,148
24,117,50,LAS BREÑAS,0,0,1,1,0,4,6,3,2,2,63,53,3,4,0,5,0,137,146
25,117,50,LAS BREÑAS,0,0,1,0,2,2,2,7,0,1,81,47,1,3,0,5,0,143,151
26,117,50,LAS BREÑAS,0,0,1,3,1,2,3,5,0,2,96,44,5,3,3,0,0,161,167
27,117,50,LAS BREÑAS,0,0,1,0,6,0,4,6,1,1,86,46,3,1,6,0,0,153,160
28,117,50,LAS BREÑAS,0,0,1,3,3,3,4,2,2,3,77,51,3,3,6,0,0,151,160
29,117,50,LAS BREÑAS,0,0,1,0,2,2,3,6,1,0,77,50,2,7,3,0,0,143,153
30,117,50,LAS BREÑAS,0,0,1,2,3,1,1,8,2,0,70,42,9,4,0,0,0,138,142
31,117,50,LAS BREÑAS,0,0,1,1,3,0,2,2,1,1,72,75,4,1,2,0,0,161,164
32,117,50,LAS BREÑAS,0,0,1,1,3,1,1,4,0,2,86,51,7,4,4,0,0,156,164
33,117,50,LAS BREÑAS,0,0,1,1,2,5,2,8,2,3,56,82,2,2,0,0,0,163,165
34,117,50,LAS BREÑAS,0,0,1,0,1,1,3,5,1,2,82,44,4,5,9,0,0,143,157
35,117,50,LAS BREÑAS,0,0,1,0,4,2,3,3,1,2,81,51,7,2,4,0,0,154,160
36,117,50,LAS BREÑAS,0,0,1,0,3,0,2,2,3,1,38,44,7,0,0,0,0,100,100
1001,117,50,LAS BREÑAS,1,1,1,2,3,7,4,4,0,7,118,41,0,5,0,0,0,186,191
1002,117,50,LAS BREÑAS,1,1,1,2,5,2,2,1,3,0,90,48,3,3,0,0,0,156,159
1003,117,50,LAS BREÑAS,1,1,1,1,5,3,0,4,0,3,92,67,2,6,0,0,0,177,183
1004,117,50,LAS BREÑAS,1,1,1,0,6,2,4,3,1,2,87,69,10,4,0,0,0,184,188
1005,117,50,LAS BREÑAS,1,1,1,2,8,1,2,4,1,3,79,63,6,4,0,0,0,169,173
1006,117,50,LAS BREÑAS,1,1,1,0,2,1,3,0,1,1,106,57,4,2,0,0,0,175,177
1007,117,50,LAS BREÑAS,1,1,1,2,5,5,1,0,0,4,106,31,5,5,0,0,0,159,164
1008,117,50,LAS BREÑAS,1,1,1,2,3,0,2,3,0,2,106,62,7,6,0,0,0,187,193
1009,117,50,LAS BREÑAS,1,1,1,0,4,3,1,2,0,6,96,54,4,2,0,0,0,170,172
1010,117,50,LAS BREÑAS,1,1,1,7,8,1,1,5,0,1,89,49,3,6,0,0,0,164,170
1011,117,50,LAS BREÑAS,1,1,1,2,4,1,7,4,0,3,114,50,2,4,0,0,0,187,191
1012,117,50,LAS BREÑAS,1,1,1,2,8,7,5,2,0,2,88,54,2,8,0,0,0,170,178
1013,117,50,LAS BREÑAS,1,1,1,2,4,0,2,2,1,3,87,38,7,5,2,0,0,146,153
1014,117,50,LAS BREÑAS,1,1,1,2,6,3,3,9,1,3,96,62,5,3,0,0,0,190,193
1015,117,50,LAS BREÑAS,1,1,1,3,3,3,4,4,1,0,101,45,6,3,0,0,0,170,173
1016,117,50,LAS BREÑAS,1,1,1,1,5,2,1,11,0,4,99,66,5,2,0,0,0,194,196
1017,117,50,LAS BREÑAS,1,1,1,5,6,2,2,9,2,4,77,41,0,8,0,0,0,148,156
1018,117,50,LAS BREÑAS,1,0,1,2,7,5,3,3,0,2,66,87,2,0,0,0,0,177,177
1019,117,50,LAS BREÑAS,1,0,1,1,3,4,4,3,0,1,86,71,3,3,6,0,0,176,185
1020,117,50,LAS BREÑAS,1,0,1,2,8,5,3,4,1,1,86,39,8,7,3,6,0,157,173
1021,117,50,LAS BREÑAS,1,0,1,0,5,1,1,5,2,1,87,63,4,4,3,0,0,169,176
1022,117,50,LAS BREÑAS,1,0,1,2,1,0,1,4,1,3,97,62,5,1,2,0,0,176,179
1023,117,50,LAS BREÑAS,1,0,1,3,3,1,2,3,0,2,98,73,6,1,2,0,0,191,194
1024,117,50,LAS BREÑAS,1,0,1,2,2,2,1,0,3,2,96,61,3,3,4,0,0,172,179
1025,117,50,LAS BREÑAS,1,0,1,0,1,0,1,0,0,3,99,55,11,2,3,0,0,170,175
1026,117,50,LAS BREÑAS,1,0,1,0,5,1,2,3,0,0,111,51,0,2,2,0,0,173,177
1027,117,50,LAS BREÑAS,1,0,1,1,3,3,1,9,1,1,102,65,3,4,2,0,0,189,195
1028,117,50,LAS BREÑAS,1,0,1,0,2,2,2,3,1,6,102,61,3,2,2,0,0,182,186
1029,117,50,LAS BREÑAS,1,0,1,1,2,1,0,3,0,0,81,64,4,1,2,0,0,156,159
1030,117,50,LAS BREÑAS,1,0,1,1,7,4,0,4,1,1,83,55,11,0,3,0,0,167,170
1031,117,50,LAS BREÑAS,1,0,1,0,3,4,3,4,2,1,96,60,4,1,1,0,0,177,179
1032,117,50,LAS BREÑAS,1,0,1,0,1,0,7,4,0,7,70,65,7,2,3,0,0,161,166
1033,117,50,LAS BREÑAS,1,0,1,1,0,3,0,2,1,2,99,67,3,3,3,0,0,178,184
1034,117,50,LAS BREÑAS,1,0,1,0,0,1,2,7,0,2,83,76,3,0,4,5,0,174,183
1035,117,50,LAS BREÑAS,1,0,1,1,4,1,4,3,0,3,75,66,2,4,5,0,0,159,168
1036,117,50,LAS BREÑAS,1,0,1,3,10,0,3,8,0,3,88,63,4,3,5,0,0,182,190
37,117A,50,LAS BREÑAS,0,0,1,4,3,2,3,1,1,1,76,41,4,0,3,0,0,136,139
1037,117A,50,LAS BREÑAS,1,0,1,0,3,0,1,1,0,1,97,42,2,0,0,0,0,147,147
38,118,50,LAS BREÑAS,0,0,1,0,2,0,0,0,0,1,65,29,1,5,0,0,0,98,103
39,118,50,LAS BREÑAS,0,0,1,0,4,0,1,1,1,0,45,33,0,1,2,0,0,85,88
1038,118,50,LAS BREÑAS,1,0,1,0,0,0,0,0,0,0,67,31,1,2,0,0,0,99,101
1039,118,50,LAS BREÑAS,1,0,1,0,3,0,0,0,0,0,57,22,0,0,1,0,0,82,83
40,118A,50,LAS BREÑAS,0,0,1,0,4,1,0,1,0,0,86,69,6,4,0,0,0,167,171
1040,118A,50,LAS BREÑAS,1,0,1,0,2,0,0,1,0,0,81,78,2,4,1,0,0,164,169
1,119,51,CHARATA,0,1,1,4,6,7,10,0,1,2,87,48,2,11,0,0,0,167,178
2,119,51,CHARATA,0,1,1,1,12,9,11,7,0,4,69,54,3,13,0,0,0,170,183
3,119,51,CHARATA,0,1,1,1,10,4,2,3,3,4,64,63,1,14,1,0,0,155,170
4,119,51,CHARATA,0,1,1,1,7,8,10,2,1,1,56,59,1,12,0,0,0,146,158
5,119,51,CHARATA,0,1,1,4,15,4,9,2,1,5,76,80,2,11,0,0,0,198,209
6,119,51,CHARATA,0,1,1,2,13,5,10,0,0,3,78,52,2,9,6,0,0,165,180
7,119,51,CHARATA,0,1,1,4,6,4,13,3,4,5,76,49,2,4,0,0,0,166,170
8,119,51,CHARATA,0,1,1,3,13,6,10,0,1,5,72,42,2,10,0,0,0,154,164
9,119,51,CHARATA,0,1,1,5,10,3,6,4,1,4,66,52,1,8,0,0,0,152,160
10,119,51,CHARATA,0,1,1,2,18,8,8,1,2,6,77,53,2,12,0,0,0,177,189
11,119,51,CHARATA,0,1,1,1,10,7,4,1,2,6,57,60,3,16,1,0,0,151,168
12,119,51,CHARATA,0,1,1,1,8,6,4,5,2,3,64,44,3,15,0,0,0,140,155
13,119,51,CHARATA,0,1,1,7,9,3,5,1,1,5,84,47,4,11,0,0,0,166,177
14,119,51,CHARATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,119,51,CHARATA,0,0,1,4,20,2,3,2,1,4,68,57,4,3,5,0,0,165,173
16,119,51,CHARATA,0,0,1,6,18,12,2,2,1,1,69,52,0,10,0,0,0,163,173
17,119,51,CHARATA,0,0,1,3,15,8,5,1,3,2,69,57,3,11,0,0,0,166,177
18,119,51,CHARATA,0,0,1,4,12,6,11,2,0,1,96,36,1,6,1,0,0,169,176
19,119,51,CHARATA,0,0,1,5,15,7,7,2,2,4,74,57,2,10,0,0,0,175,185
20,119,51,CHARATA,0,0,1,4,14,5,10,2,2,1,55,50,5,6,3,0,0,148,157
21,119,51,CHARATA,0,0,1,2,6,6,4,4,3,4,48,72,1,9,0,0,0,150,159
22,119,51,CHARATA,0,0,1,5,15,8,7,2,0,1,84,48,3,9,0,0,0,173,182
23,119,51,CHARATA,0,0,1,5,14,2,5,0,0,1,60,59,1,5,7,0,0,147,159
24,119,51,CHARATA,0,0,1,3,17,5,7,2,1,4,64,45,8,17,0,0,0,156,173
25,119,51,CHARATA,0,0,1,3,9,4,14,3,2,3,51,75,8,0,4,3,0,172,179
26,119,51,CHARATA,0,0,1,3,14,2,8,0,0,7,57,65,3,5,5,0,0,159,169
27,119,51,CHARATA,0,0,1,3,15,3,6,2,1,1,66,77,6,3,5,0,0,180,188
28,119,51,CHARATA,0,0,1,0,15,6,9,0,1,0,88,50,4,5,0,0,0,173,178
29,119,51,CHARATA,0,0,1,1,13,3,13,3,3,5,47,54,7,8,4,0,0,149,161
30,119,51,CHARATA,0,0,1,3,16,5,9,0,2,3,76,60,5,2,5,0,0,179,186
31,119,51,CHARATA,0,0,1,7,8,3,8,0,2,0,66,80,3,8,0,0,0,177,185
32,119,51,CHARATA,0,0,1,5,10,5,10,1,1,3,60,63,0,3,2,0,0,158,163
33,119,51,CHARATA,0,0,1,2,11,7,6,1,1,1,62,65,8,7,0,0,0,164,171
34,119,51,CHARATA,0,0,1,5,13,6,4,1,0,4,69,63,1,3,6,0,0,166,175
35,119,51,CHARATA,0,0,1,6,10,4,11,2,0,5,66,47,5,5,3,0,0,156,164
36,119,51,CHARATA,0,0,1,4,9,2,4,0,3,8,68,65,4,3,1,0,0,167,171
37,119,51,CHARATA,0,0,1,1,7,4,10,3,1,4,70,57,5,6,4,0,0,162,172
38,119,51,CHARATA,0,0,1,2,20,3,11,0,0,4,62,56,1,6,3,0,0,159,168
39,119,51,CHARATA,0,0,1,4,15,4,4,2,1,5,72,62,7,4,6,0,0,176,186
40,119,51,CHARATA,0,0,1,2,15,8,6,0,1,3,57,64,5,7,7,0,0,161,175
41,119,51,CHARATA,0,0,1,4,11,7,2,0,3,5,59,79,5,7,0,0,0,175,182
42,119,51,CHARATA,0,0,1,3,5,2,8,0,3,1,42,63,3,6,4,0,0,130,140
1001,119,51,CHARATA,1,1,1,4,9,4,10,3,2,3,91,56,3,14,3,0,0,185,202
1002,119,51,CHARATA,1,1,1,2,20,1,6,1,0,3,71,74,2,8,0,0,0,180,188
1003,119,51,CHARATA,1,1,1,1,10,6,2,3,0,2,93,65,2,11,0,0,0,184,195
1004,119,51,CHARATA,1,1,1,4,10,3,1,3,0,5,71,68,3,6,0,0,0,168,174
1005,119,51,CHARATA,1,1,1,4,19,2,5,1,0,3,78,78,1,6,0,0,0,191,197
1006,119,51,CHARATA,1,1,1,7,9,6,6,0,2,5,95,62,1,8,1,0,0,193,202
1007,119,51,CHARATA,1,1,1,2,7,5,1,0,3,3,84,61,5,7,3,0,0,171,181
1008,119,51,CHARATA,1,1,1,2,14,1,8,2,0,2,104,51,1,8,0,1,0,185,194
1009,119,51,CHARATA,1,1,1,3,15,8,8,0,1,4,85,46,1,12,0,0,0,171,183
1010,119,51,CHARATA,1,1,1,3,7,6,7,1,1,2,74,80,0,10,0,0,0,181,191
1011,119,51,CHARATA,1,1,1,9,10,5,10,2,1,1,62,71,4,10,0,0,0,175,185
1012,119,51,CHARATA,1,1,1,1,7,4,4,2,1,3,80,68,0,11,1,0,0,170,182
1013,119,51,CHARATA,1,1,1,3,15,3,6,4,1,2,80,66,1,7,0,0,0,181,188
1014,119,51,CHARATA,1,1,1,5,12,2,7,1,2,0,69,58,4,13,0,1,0,160,174
1015,119,51,CHARATA,1,1,1,7,11,4,5,1,3,0,77,60,1,10,1,0,0,169,180
1016,119,51,CHARATA,1,1,1,5,24,1,5,0,1,1,64,76,1,13,0,0,0,178,191
1017,119,51,CHARATA,1,0,1,6,14,4,5,0,0,6,97,44,4,5,5,0,0,180,190
1018,119,51,CHARATA,1,0,1,4,16,7,3,3,2,1,85,62,3,10,0,0,0,186,196
1019,119,51,CHARATA,1,0,1,4,11,2,6,2,3,3,65,59,3,0,2,9,0,158,169
1020,119,51,CHARATA,1,0,1,2,11,3,8,2,0,3,99,63,2,3,3,0,0,193,199
1021,119,51,CHARATA,1,0,1,5,12,5,5,2,0,4,57,83,2,3,6,0,0,175,184
1022,119,51,CHARATA,1,0,1,1,22,3,5,3,0,4,79,57,3,5,7,0,0,177,189
1023,119,51,CHARATA,1,0,1,7,14,6,4,0,0,4,78,65,2,6,4,0,0,180,190
1024,119,51,CHARATA,1,0,1,9,13,6,3,1,2,0,104,73,2,3,4,0,0,213,220
1025,119,51,CHARATA,1,0,1,4,14,3,8,0,3,5,84,66,5,3,5,0,0,192,200
1026,119,51,CHARATA,1,0,1,7,15,3,7,3,1,5,48,84,0,10,0,0,0,173,183
1027,119,51,CHARATA,1,0,1,3,20,9,8,1,0,2,84,49,3,10,0,0,0,179,189
1028,119,51,CHARATA,1,0,1,0,15,0,5,1,3,3,74,79,4,6,0,0,0,184,190
1029,119,51,CHARATA,1,0,1,8,14,6,8,0,0,2,71,75,2,7,4,0,0,186,197
1030,119,51,CHARATA,1,0,1,1,20,4,3,0,1,1,88,64,1,4,2,0,1,183,190
1031,119,51,CHARATA,1,0,1,5,7,6,4,3,0,2,71,88,2,0,0,0,0,188,188
1032,119,51,CHARATA,1,0,1,2,9,9,5,0,2,1,71,85,4,6,7,10,0,188,211
1033,119,51,CHARATA,1,0,1,2,22,8,3,0,2,7,80,51,3,4,3,0,0,178,185
1034,119,51,CHARATA,1,0,1,4,15,4,0,1,1,3,86,76,3,3,1,0,0,193,197
1035,119,51,CHARATA,1,0,1,3,15,6,1,1,1,4,97,51,4,0,2,0,0,183,185
1036,119,51,CHARATA,1,0,1,2,17,4,3,1,1,4,90,56,0,8,6,0,0,178,192
1037,119,51,CHARATA,1,0,1,7,10,5,7,2,2,5,85,43,3,3,0,0,0,169,172
1038,119,51,CHARATA,1,0,1,2,9,1,7,5,3,2,60,82,1,4,4,0,0,172,180
1039,119,51,CHARATA,1,0,1,5,6,5,3,1,2,3,76,21,5,5,3,0,0,127,135
1040,119,51,CHARATA,1,0,1,2,8,7,7,0,2,0,67,89,5,0,0,0,0,187,187
1041,119,51,CHARATA,1,0,1,4,12,0,7,0,1,0,89,74,3,2,2,0,0,190,194
1042,119,51,CHARATA,1,0,1,1,7,3,8,0,0,1,63,77,0,2,3,0,0,160,165
1043,119,51,CHARATA,1,0,1,0,11,8,1,1,1,2,54,49,4,2,4,0,0,131,137
1044,119,51,CHARATA,1,0,1,4,9,2,2,0,0,2,36,76,2,2,2,0,0,133,137
43,120,51,CHARATA,0,0,1,0,2,1,0,0,2,4,56,24,0,3,0,0,0,89,92
44,120,51,CHARATA,0,0,1,0,0,0,0,2,0,2,58,15,0,1,1,0,0,77,79
1045,120,51,CHARATA,1,0,1,1,0,0,0,0,0,0,80,23,2,3,0,0,0,106,109
1046,120,51,CHARATA,1,0,1,0,2,0,0,0,1,1,67,14,2,5,0,0,0,87,92
1,121,52,GENERAL PINEDO,0,0,1,2,16,5,6,1,2,6,55,39,4,8,2,0,1,136,147
2,121,52,GENERAL PINEDO,0,0,1,2,8,4,1,1,1,5,64,47,4,9,0,0,0,137,146
1001,121,52,GENERAL PINEDO,1,0,1,1,11,1,0,0,1,3,67,29,2,4,0,0,0,115,119
1002,121,52,GENERAL PINEDO,1,0,1,1,10,0,1,1,1,4,71,32,2,11,0,0,0,123,134
3,122,52,GENERAL PINEDO,0,0,1,4,15,1,2,1,2,4,75,65,2,8,3,0,0,171,182
4,122,52,GENERAL PINEDO,0,0,1,0,21,3,2,0,1,4,70,58,5,4,0,0,0,164,168
5,122,52,GENERAL PINEDO,0,0,1,3,12,2,5,1,0,2,51,66,6,2,4,0,0,148,154
6,122,52,GENERAL PINEDO,0,0,1,1,22,1,0,1,2,9,78,62,2,4,0,0,0,178,182
7,122,52,GENERAL PINEDO,0,0,1,3,26,0,4,3,1,6,74,51,2,3,0,0,0,170,173
