mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,G33,G41,G60,G71,G179,G180,G191,G652,G653,G654,blanco,nulos,recur,impug,validos,totales
1175,8B,1,RESISTENCIA,1,0,1,0,8,3,20,2,1,4,76,77,3,0,0,0,0,194,194
1176,8B,1,RESISTENCIA,1,0,1,8,3,2,35,2,2,3,72,111,1,1,5,0,0,239,245
1177,8B,1,RESISTENCIA,1,0,1,6,4,6,24,2,2,2,67,96,5,2,7,1,0,214,224
174,10,2,BARRANQUERAS,0,1,1,3,13,7,18,2,4,5,75,58,3,12,0,0,0,188,200
175,10,2,BARRANQUERAS,0,1,1,3,13,6,21,2,1,4,84,64,3,6,1,0,0,201,208
176,10,2,BARRANQUERAS,0,1,1,6,9,8,17,3,2,3,65,70,2,8,0,0,0,185,193
177,10,2,BARRANQUERAS,0,1,1,0,11,7,18,2,2,4,79,57,2,9,0,0,0,182,191
178,10,2,BARRANQUERAS,0,1,1,5,2,7,26,5,5,4,63,66,1,11,1,0,0,184,196
179,10,2,BARRANQUERAS,0,1,1,3,4,12,16,3,1,4,77,62,2,9,1,0,0,184,194
180,10,2,BARRANQUERAS,0,1,1,3,14,6,16,1,6,4,66,70,1,12,0,0,0,187,199
181,10,2,BARRANQUERAS,0,1,1,5,10,2,13,2,1,6,92,59,1,5,0,0,0,191,196
182,10,2,BARRANQUERAS,0,1,1,2,12,2,23,2,3,3,86,54,0,9,0,0,0,187,196
183,10,2,BARRANQUERAS,0,1,1,7,10,3,23,2,1,4,85,58,1,5,0,0,0,194,199
184,10,2,BARRANQUERAS,0,1,1,5,14,4,27,2,3,3,70,68,1,9,2,0,0,197,208
185,10,2,BARRANQUERAS,0,1,1,5,13,6,21,1,1,7,66,62,1,7,5,0,0,183,195
186,10,2,BARRANQUERAS,0,1,1,7,7,8,21,1,3,11,69,59,1,13,1,0,0,187,201
187,10,2,BARRANQUERAS,0,1,1,1,6,2,28,1,2,2,53,79,1,5,0,0,0,175,180
188,10,2,BARRANQUERAS,0,1,1,6,4,6,18,3,2,6,68,68,0,8,1,0,0,181,190
189,10,2,BARRANQUERAS,0,1,1,0,6,4,14,3,1,2,59,57,1,7,0,0,0,147,154
1194,10,2,BARRANQUERAS,1,1,1,5,10,5,17,3,4,8,101,64,4,9,0,0,0,221,230
1195,10,2,BARRANQUERAS,1,1,1,5,8,3,18,1,2,1,87,61,3,14,1,0,0,189,204
1196,10,2,BARRANQUERAS,1,1,1,4,9,3,19,1,2,5,75,67,1,9,0,0,0,186,195
1197,10,2,BARRANQUERAS,1,1,1,3,7,2,20,3,4,2,72,87,4,8,1,0,0,204,213
1198,10,2,BARRANQUERAS,1,1,1,9,12,5,20,5,0,4,69,65,1,2,0,0,1,190,193
1199,10,2,BARRANQUERAS,1,1,1,5,7,7,17,1,3,2,89,62,2,6,0,0,0,195,201
1200,10,2,BARRANQUERAS,1,1,1,7,10,2,20,0,2,3,91,59,2,4,1,0,0,196,201
1201,10,2,BARRANQUERAS,1,1,1,3,8,7,20,0,3,6,95,78,1,10,1,0,0,221,232
1202,10,2,BARRANQUERAS,1,1,1,5,10,8,11,5,2,5,84,60,4,7,1,0,0,194,202
1203,10,2,BARRANQUERAS,1,1,1,5,9,5,19,0,3,2,99,64,2,6,1,0,0,208,215
1204,10,2,BARRANQUERAS,1,1,1,3,9,4,13,1,4,5,90,74,2,6,1,0,0,205,212
1205,10,2,BARRANQUERAS,1,1,1,6,7,3,11,1,2,6,75,89,1,9,0,0,0,201,210
1206,10,2,BARRANQUERAS,1,1,1,6,14,8,21,3,0,5,70,74,2,7,1,0,0,203,211
1207,10,2,BARRANQUERAS,1,1,1,2,10,6,21,2,1,5,75,66,1,10,0,0,0,189,199
1208,10,2,BARRANQUERAS,1,1,1,7,7,1,13,3,1,4,76,65,5,5,2,0,0,182,189
1209,10,2,BARRANQUERAS,1,1,1,4,12,1,12,1,2,1,86,77,3,10,0,0,0,199,209
1210,10,2,BARRANQUERAS,1,1,1,3,8,2,12,3,4,5,57,52,3,7,0,0,0,149,156
190,11A,2,BARRANQUERAS,0,0,1,7,17,3,30,2,0,4,58,68,15,3,9,0,0,204,216
191,11A,2,BARRANQUERAS,0,0,1,3,11,4,25,1,4,3,55,84,5,4,11,0,0,195,210
192,11A,2,BARRANQUERAS,0,0,1,3,8,5,23,3,0,7,62,84,9,3,3,0,0,204,210
193,11A,2,BARRANQUERAS,0,0,1,5,4,4,21,5,2,8,56,90,3,7,0,0,0,198,205
194,11A,2,BARRANQUERAS,0,0,1,3,8,2,29,4,2,4,63,76,7,2,10,0,0,198,210
195,11A,2,BARRANQUERAS,0,0,1,3,2,4,28,1,2,7,62,87,6,0,9,0,0,202,211
196,11A,2,BARRANQUERAS,0,0,1,5,10,2,32,2,0,7,47,88,3,6,3,0,2,196,207
197,11A,2,BARRANQUERAS,0,0,1,4,9,5,27,2,0,3,57,68,7,3,3,0,0,182,188
198,11A,2,BARRANQUERAS,0,0,1,3,18,5,18,1,4,4,52,60,9,4,5,0,0,174,183
199,11A,2,BARRANQUERAS,0,0,1,6,5,4,22,3,1,2,55,89,10,4,5,0,0,197,206
200,11A,2,BARRANQUERAS,0,0,1,4,9,3,27,0,3,5,53,71,8,0,0,0,0,183,183
201,11A,2,BARRANQUERAS,0,0,1,4,6,4,20,1,1,1,67,68,2,5,4,0,0,174,183
202,11A,2,BARRANQUERAS,0,0,1,3,9,8,25,2,4,4,55,79,3,4,0,0,0,192,196
203,11A,2,BARRANQUERAS,0,0,1,5,5,5,14,1,0,3,34,58,4,1,5,0,0,129,135
1211,11A,2,BARRANQUERAS,1,0,1,5,10,2,23,2,1,2,72,85,6,2,6,0,0,208,216
1212,11A,2,BARRANQUERAS,1,0,1,1,6,1,15,1,0,1,55,99,4,3,9,0,0,183,195
1213,11A,2,BARRANQUERAS,1,0,1,6,7,2,17,0,1,4,53,82,9,3,1,0,0,181,185
1214,11A,2,BARRANQUERAS,1,0,1,6,6,4,17,2,0,0,61,83,2,3,7,0,0,181,191
1215,11A,2,BARRANQUERAS,1,0,1,4,13,5,21,0,1,1,67,93,7,2,4,0,0,212,218
1216,11A,2,BARRANQUERAS,1,0,1,6,8,3,17,1,3,5,59,95,0,2,3,0,0,197,202
1217,11A,2,BARRANQUERAS,1,0,1,8,8,2,23,1,1,6,64,85,6,3,2,0,0,204,209
1218,11A,2,BARRANQUERAS,1,0,1,4,11,1,23,6,0,0,58,90,7,1,3,0,0,200,204
1219,11A,2,BARRANQUERAS,1,0,1,7,8,0,22,1,3,4,58,97,8,2,4,0,0,208,214
1220,11A,2,BARRANQUERAS,1,0,1,2,10,1,22,1,1,1,61,89,6,3,9,0,0,194,206
1221,11A,2,BARRANQUERAS,1,0,1,4,6,4,15,0,2,4,73,84,9,7,5,0,0,201,213
1222,11A,2,BARRANQUERAS,1,0,1,6,13,2,17,1,2,5,65,79,11,3,5,0,0,201,209
1223,11A,2,BARRANQUERAS,1,0,1,11,7,0,15,1,2,6,75,92,8,4,0,0,1,217,222
1224,11A,2,BARRANQUERAS,1,0,1,2,6,1,18,2,0,5,53,96,5,4,2,0,0,188,194
1225,11A,2,BARRANQUERAS,1,0,1,3,5,2,13,2,1,2,57,68,9,4,7,0,0,162,173
204,11B,2,BARRANQUERAS,0,0,1,5,8,6,20,3,0,5,58,63,19,3,6,0,0,187,196
205,11B,2,BARRANQUERAS,0,0,1,3,9,1,31,2,3,6,59,70,3,6,4,0,0,187,197
206,11B,2,BARRANQUERAS,0,0,1,2,8,4,27,2,4,7,65,63,4,5,7,0,0,186,198
207,11B,2,BARRANQUERAS,0,0,1,2,8,6,27,1,3,4,61,80,5,3,7,0,0,197,207
208,11B,2,BARRANQUERAS,0,0,1,8,14,1,17,1,4,3,68,79,2,2,6,0,0,197,205
209,11B,2,BARRANQUERAS,0,0,1,7,8,2,28,3,1,7,71,59,2,4,5,3,0,188,200
210,11B,2,BARRANQUERAS,0,0,1,6,7,4,25,1,1,6,74,83,8,7,0,0,0,215,222
211,11B,2,BARRANQUERAS,0,0,1,2,8,3,27,2,0,8,78,61,6,3,7,0,0,195,205
212,11B,2,BARRANQUERAS,0,0,1,6,11,2,30,3,1,4,73,70,10,3,6,0,0,210,219
213,11B,2,BARRANQUERAS,0,0,1,4,11,4,28,0,2,2,67,61,2,4,7,0,0,181,192
214,11B,2,BARRANQUERAS,0,0,1,5,14,0,31,3,1,1,52,72,6,7,9,0,0,185,201
215,11B,2,BARRANQUERAS,0,0,1,4,6,1,30,1,2,3,67,68,8,7,5,0,0,190,202
216,11B,2,BARRANQUERAS,0,0,1,5,5,5,25,1,3,6,66,81,4,1,1,0,0,201,203
217,11B,2,BARRANQUERAS,0,0,1,3,10,5,28,1,1,3,75,74,9,2,7,0,0,209,218
218,11B,2,BARRANQUERAS,0,0,1,4,10,6,20,2,4,6,68,65,14,2,9,0,0,199,210
219,11B,2,BARRANQUERAS,0,0,1,8,4,4,39,1,4,4,58,60,7,0,0,0,0,189,189
220,11B,2,BARRANQUERAS,0,0,1,3,15,6,30,1,6,3,60,62,13,3,6,0,0,199,208
221,11B,2,BARRANQUERAS,0,0,1,3,10,3,31,1,4,5,65,72,3,0,0,0,0,197,197
222,11B,2,BARRANQUERAS,0,0,1,7,11,5,29,0,2,7,66,64,7,3,11,0,0,198,212
223,11B,2,BARRANQUERAS,0,0,1,1,8,5,32,0,2,4,58,77,6,3,4,0,0,193,200
224,11B,2,BARRANQUERAS,0,0,1,4,13,5,24,1,1,2,70,68,6,2,6,0,0,194,202
225,11B,2,BARRANQUERAS,0,0,1,3,4,7,31,0,4,7,63,58,8,5,2,0,0,185,192
226,11B,2,BARRANQUERAS,0,0,1,4,17,3,2,4,3,3,68,62,7,7,1,0,0,173,181
227,11B,2,BARRANQUERAS,0,0,1,3,11,2,31,4,2,10,45,85,4,2,8,0,0,197,207
228,11B,2,BARRANQUERAS,0,0,1,4,3,2,29,2,2,7,85,57,0,1,2,0,0,191,194
229,11B,2,BARRANQUERAS,0,0,1,4,7,2,26,3,4,8,76,66,5,2,0,0,0,201,203
230,11B,2,BARRANQUERAS,0,0,1,2,13,6,40,2,1,5,75,54,8,5,8,0,0,206,219
231,11B,2,BARRANQUERAS,0,0,1,20,16,14,15,28,17,0,22,18,10,0,0,0,0,160,160
1226,11B,2,BARRANQUERAS,1,0,1,2,12,3,24,1,2,7,84,68,7,3,7,0,0,210,220
1227,11B,2,BARRANQUERAS,1,0,1,5,8,5,34,1,3,4,93,65,5,3,2,0,0,223,228
1228,11B,2,BARRANQUERAS,1,0,1,5,13,4,17,2,0,2,76,78,6,5,5,0,0,203,213
1229,11B,2,BARRANQUERAS,1,0,1,8,10,5,27,3,1,5,70,67,8,4,6,0,0,204,214
1230,11B,2,BARRANQUERAS,1,0,1,3,20,3,26,2,2,2,71,85,2,2,7,0,0,216,225
1231,11B,2,BARRANQUERAS,1,0,1,7,15,4,24,3,1,4,69,77,8,0,7,0,0,212,219
1232,11B,2,BARRANQUERAS,1,0,1,6,15,3,23,0,1,3,67,79,8,2,3,0,0,205,210
1233,11B,2,BARRANQUERAS,1,0,1,1,10,2,17,3,1,9,64,75,3,0,2,11,0,185,198
1234,11B,2,BARRANQUERAS,1,0,1,5,9,2,29,2,0,6,75,76,10,0,3,0,0,214,217
1235,11B,2,BARRANQUERAS,1,0,1,5,14,2,20,2,5,5,62,71,11,2,1,1,0,197,201
1236,11B,2,BARRANQUERAS,1,0,1,4,12,4,21,2,1,3,58,88,4,1,0,5,0,197,203
1237,11B,2,BARRANQUERAS,1,0,1,7,21,3,18,2,3,2,72,78,7,5,2,0,0,213,220
1238,11B,2,BARRANQUERAS,1,0,1,5,20,5,28,2,0,8,70,62,6,3,10,0,0,206,219
1239,11B,2,BARRANQUERAS,1,0,1,4,10,2,20,6,1,5,67,68,4,0,7,0,1,187,195
1240,11B,2,BARRANQUERAS,1,0,1,6,20,8,19,2,3,6,67,75,7,1,4,0,0,213,218
1241,11B,2,BARRANQUERAS,1,0,1,1,6,2,28,4,3,4,78,72,14,1,7,0,0,212,220
1242,11B,2,BARRANQUERAS,1,0,1,1,12,2,15,2,3,7,79,86,6,11,0,0,0,213,224
1243,11B,2,BARRANQUERAS,1,0,1,6,5,1,25,2,2,5,85,78,6,4,0,0,0,215,219
1244,11B,2,BARRANQUERAS,1,0,1,3,17,3,27,1,2,2,82,70,7,3,5,0,0,214,222
1245,11B,2,BARRANQUERAS,1,0,1,6,13,5,42,2,1,8,71,59,5,4,6,0,0,212,222
1246,11B,2,BARRANQUERAS,1,0,1,3,9,3,24,8,2,3,82,82,6,4,4,0,0,222,230
1247,11B,2,BARRANQUERAS,1,0,1,4,5,0,26,0,5,5,72,81,10,6,3,0,0,208,217
1248,11B,2,BARRANQUERAS,1,0,1,5,8,2,28,5,1,5,73,78,10,3,2,0,0,215,220
1249,11B,2,BARRANQUERAS,1,0,1,6,9,3,20,2,3,2,77,79,8,3,3,1,0,209,216
1250,11B,2,BARRANQUERAS,1,0,1,9,40,3,23,2,2,6,76,65,5,4,5,0,0,231,240
1251,11B,2,BARRANQUERAS,1,0,1,8,9,3,26,2,3,10,70,71,4,0,1,0,0,206,207
1252,11B,2,BARRANQUERAS,1,0,1,4,13,2,23,1,1,6,72,67,8,6,8,0,0,197,211
1253,11B,2,BARRANQUERAS,1,0,1,13,14,3,20,2,2,3,74,63,9,4,5,0,0,203,212
1254,11B,2,BARRANQUERAS,1,0,1,8,5,4,29,7,1,8,58,75,12,2,6,0,0,207,215
1255,11B,2,BARRANQUERAS,1,0,1,8,9,4,19,1,2,6,69,76,8,1,4,0,0,202,207
1256,11B,2,BARRANQUERAS,1,0,1,4,14,2,22,3,3,7,74,70,8,0,0,0,0,207,207
159,9,2,BARRANQUERAS,0,0,1,1,9,4,18,4,7,4,73,59,23,8,5,0,0,202,215
160,9,2,BARRANQUERAS,0,0,1,5,10,7,25,2,3,2,78,56,15,3,4,0,0,203,210
161,9,2,BARRANQUERAS,0,0,1,8,9,12,13,2,4,2,59,61,12,3,6,0,0,182,191
162,9,2,BARRANQUERAS,0,0,1,1,11,9,14,2,3,1,82,48,7,5,5,0,0,178,188
163,9,2,BARRANQUERAS,0,0,1,2,8,9,22,4,1,8,64,48,9,3,8,0,0,175,186
164,9,2,BARRANQUERAS,0,0,1,5,7,5,14,1,0,3,70,58,16,6,6,0,0,179,191
165,9,2,BARRANQUERAS,0,0,1,5,4,6,28,6,7,2,71,46,12,14,4,0,0,187,205
166,9,2,BARRANQUERAS,0,0,1,6,5,2,22,3,3,8,76,48,10,5,10,0,0,183,198
167,9,2,BARRANQUERAS,0,0,1,13,8,2,16,2,1,5,85,46,3,4,3,0,0,181,188
168,9,2,BARRANQUERAS,0,0,1,8,2,6,14,1,5,4,80,51,12,10,8,0,0,183,201
169,9,2,BARRANQUERAS,0,0,1,2,7,17,18,0,0,6,57,62,6,7,1,3,12,175,198
170,9,2,BARRANQUERAS,0,0,1,4,5,8,15,1,0,8,76,51,12,0,0,0,0,180,180
171,9,2,BARRANQUERAS,0,0,1,5,2,7,20,3,1,8,66,63,9,7,0,0,0,184,191
172,9,2,BARRANQUERAS,0,0,1,5,9,14,15,0,3,6,80,53,11,5,4,0,0,196,205
173,9,2,BARRANQUERAS,0,0,1,2,8,11,23,1,8,5,73,85,6,8,11,0,0,222,241
1178,9,2,BARRANQUERAS,1,0,1,2,5,10,23,2,3,8,77,84,9,4,6,0,0,223,233
1179,9,2,BARRANQUERAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,9,2,BARRANQUERAS,1,0,1,4,12,3,13,2,2,4,82,64,7,3,8,0,0,193,204
1181,9,2,BARRANQUERAS,1,0,1,5,9,6,11,1,1,2,94,63,7,3,11,4,0,199,217
1182,9,2,BARRANQUERAS,1,0,1,4,8,6,18,0,1,0,92,51,11,5,14,0,0,191,210
1183,9,2,BARRANQUERAS,1,0,1,4,7,10,17,0,3,6,97,56,10,4,6,0,0,210,220
1184,9,2,BARRANQUERAS,1,0,1,7,15,6,20,1,0,3,91,75,8,8,8,0,0,226,242
1185,9,2,BARRANQUERAS,1,0,1,6,6,8,10,3,0,8,70,83,13,0,0,0,0,207,207
1186,9,2,BARRANQUERAS,1,0,1,6,8,8,21,1,2,6,91,62,2,3,5,0,0,207,215
1187,9,2,BARRANQUERAS,1,0,1,9,5,5,24,2,1,3,81,59,4,5,6,0,0,193,204
1188,9,2,BARRANQUERAS,1,0,1,4,8,8,18,2,2,6,88,52,11,0,0,0,0,199,199
1189,9,2,BARRANQUERAS,1,0,1,3,7,8,17,0,3,2,102,58,13,7,2,0,1,213,223
1190,9,2,BARRANQUERAS,1,0,1,16,10,7,13,3,3,4,93,54,8,4,11,0,0,211,226
1191,9,2,BARRANQUERAS,1,0,1,7,7,9,21,2,3,7,71,59,10,8,13,0,0,196,217
1192,9,2,BARRANQUERAS,1,0,1,7,10,6,21,2,7,90,65,2,0,6,4,0,0,210,220
1193,9,2,BARRANQUERAS,1,0,1,4,6,12,16,0,2,3,97,67,10,8,8,1,0,217,234
232,12,3,PUERTO VILELAS,0,0,1,6,6,24,18,1,2,3,90,39,14,5,3,0,0,203,211
233,12,3,PUERTO VILELAS,0,0,1,1,1,21,17,1,2,3,91,33,19,6,4,0,0,189,199
234,12,3,PUERTO VILELAS,0,0,1,2,9,21,14,1,2,0,81,48,10,7,6,0,0,188,201
235,12,3,PUERTO VILELAS,0,0,1,4,9,20,15,3,2,4,83,50,8,7,4,0,0,198,209
236,12,3,PUERTO VILELAS,0,0,1,3,9,17,10,2,2,1,89,36,24,0,1,7,0,193,201
237,12,3,PUERTO VILELAS,0,0,1,7,6,19,17,4,3,6,74,35,23,5,7,0,0,194,206
238,12,3,PUERTO VILELAS,0,0,1,9,6,23,11,5,2,2,66,45,11,10,0,0,0,180,190
239,12,3,PUERTO VILELAS,0,0,1,2,7,19,16,3,3,0,93,40,5,7,7,0,0,188,202
240,12,3,PUERTO VILELAS,0,0,1,3,11,29,15,2,1,4,80,35,22,6,7,0,0,202,215
241,12,3,PUERTO VILELAS,0,0,1,6,5,12,8,2,0,4,107,37,19,6,7,0,0,200,213
242,12,3,PUERTO VILELAS,0,0,1,3,3,14,15,2,2,1,107,32,14,9,8,0,0,193,210
243,12,3,PUERTO VILELAS,0,0,1,4,7,19,16,1,1,3,92,46,15,5,9,0,0,204,218
244,12,3,PUERTO VILELAS,0,0,1,4,9,28,16,2,1,4,93,44,9,6,3,0,0,210,219
245,12,3,PUERTO VILELAS,0,0,1,6,3,23,20,2,3,3,91,33,17,5,9,0,0,201,215
246,12,3,PUERTO VILELAS,0,0,1,5,10,14,23,1,0,4,127,40,12,3,8,0,0,236,247
247,12,3,PUERTO VILELAS,0,0,1,2,10,21,21,0,4,4,101,58,15,2,2,0,0,236,240
248,12,3,PUERTO VILELAS,0,0,1,4,7,20,21,3,4,3,105,45,18,6,5,0,0,230,241
1257,12,3,PUERTO VILELAS,1,0,1,5,4,17,13,0,1,6,121,47,24,4,2,0,0,238,244
1258,12,3,PUERTO VILELAS,1,0,1,6,2,25,9,5,2,4,116,42,9,4,1,0,0,220,225
1259,12,3,PUERTO VILELAS,1,0,1,2,7,23,12,4,1,6,104,55,19,3,3,0,0,233,239
1260,12,3,PUERTO VILELAS,1,0,1,1,6,25,7,3,0,2,93,40,0,3,7,0,0,177,187
1261,12,3,PUERTO VILELAS,1,0,1,4,7,19,13,2,1,4,118,38,17,4,8,0,0,223,235
1262,12,3,PUERTO VILELAS,1,0,1,3,7,27,16,0,1,3,99,41,26,6,4,0,0,223,233
1263,12,3,PUERTO VILELAS,1,0,1,3,12,28,14,2,2,4,107,38,12,8,0,0,0,222,230
1264,12,3,PUERTO VILELAS,1,0,1,7,7,22,19,0,3,0,105,40,18,3,7,0,0,221,231
1265,12,3,PUERTO VILELAS,1,0,1,1,2,14,18,3,3,2,117,40,24,1,1,0,0,224,226
1266,12,3,PUERTO VILELAS,1,0,1,1,4,15,11,3,1,1,112,49,19,5,4,0,0,216,225
1267,12,3,PUERTO VILELAS,1,0,1,7,4,16,18,0,0,3,111,33,10,5,12,0,0,202,219
1268,12,3,PUERTO VILELAS,1,0,1,3,4,22,17,2,2,3,110,56,9,3,9,1,0,228,241
1269,12,3,PUERTO VILELAS,1,0,1,2,7,20,11,3,1,3,112,42,16,5,7,1,0,217,230
1270,12,3,PUERTO VILELAS,1,0,1,2,7,21,9,1,3,1,127,39,12,2,5,0,0,222,229
1271,12,3,PUERTO VILELAS,1,0,1,6,8,28,18,3,1,4,95,37,12,11,4,0,0,212,227
1272,12,3,PUERTO VILELAS,1,0,1,2,4,19,18,2,3,4,103,45,13,1,2,0,0,213,216
1273,12,3,PUERTO VILELAS,1,0,1,6,7,16,6,1,2,2,74,44,14,1,6,0,0,172,179
482,22A,4,FONTANA,0,1,1,5,4,6,18,2,2,5,111,38,4,8,0,0,0,195,203
483,22A,4,FONTANA,0,1,1,3,5,2,19,4,0,3,116,34,3,7,0,0,0,189,196
484,22A,4,FONTANA,0,1,1,9,5,3,25,3,3,9,91,36,2,7,1,0,0,186,194
485,22A,4,FONTANA,0,1,1,4,5,6,22,5,6,4,111,34,3,8,3,0,0,200,211
486,22A,4,FONTANA,0,1,1,2,8,5,16,4,1,3,103,34,5,9,0,0,0,181,190
487,22A,4,FONTANA,0,1,1,3,10,7,8,4,2,6,114,39,1,5,0,0,0,194,199
488,22A,4,FONTANA,0,1,1,6,9,4,23,2,1,4,105,31,9,11,1,0,0,194,206
489,22A,4,FONTANA,0,1,1,3,4,6,14,2,3,3,105,36,6,10,1,0,0,182,193
490,22A,4,FONTANA,0,1,1,3,8,5,19,7,7,1,114,41,4,9,1,0,0,209,219
491,22A,4,FONTANA,0,0,1,4,8,3,20,2,2,11,93,43,8,4,3,0,0,194,201
492,22A,4,FONTANA,0,0,1,1,6,3,20,0,3,5,94,49,12,4,2,0,0,193,199
493,22A,4,FONTANA,0,0,1,2,4,4,16,8,2,6,93,51,5,5,6,0,0,191,202
494,22A,4,FONTANA,0,0,1,3,4,4,19,11,2,4,93,44,11,3,4,0,0,195,202
495,22A,4,FONTANA,0,0,1,1,2,1,7,2,1,3,54,20,3,1,3,0,0,94,98
1531,22A,4,FONTANA,1,1,1,1,6,4,16,2,4,4,113,42,4,5,3,0,0,196,204
1532,22A,4,FONTANA,1,1,1,2,4,3,17,6,0,2,128,35,4,9,1,1,0,201,212
1533,22A,4,FONTANA,1,1,1,4,5,3,8,8,0,2,135,47,7,12,0,0,0,219,231
1534,22A,4,FONTANA,1,1,1,2,11,2,13,4,1,1,110,47,3,5,0,0,0,194,199
1535,22A,4,FONTANA,1,1,1,2,5,2,12,2,5,3,125,36,10,10,5,0,0,202,217
1536,22A,4,FONTANA,1,1,1,2,4,3,12,4,2,7,118,44,3,11,0,0,0,199,210
1537,22A,4,FONTANA,1,1,1,3,4,5,10,6,1,2,141,30,11,11,0,2,0,213,226
1538,22A,4,FONTANA,1,1,1,3,8,2,16,5,4,3,127,35,5,14,1,0,0,208,223
1539,22A,4,FONTANA,1,1,1,2,7,2,13,8,3,4,120,44,10,13,0,0,0,213,226
1540,22A,4,FONTANA,1,1,1,1,9,3,16,2,3,3,108,37,13,13,2,0,0,195,210
1541,22A,4,FONTANA,1,1,1,3,5,1,13,6,2,5,113,39,4,8,6,0,0,191,205
1542,22A,4,FONTANA,1,1,1,4,2,1,10,3,6,6,104,41,5,16,2,0,0,182,200
1543,22A,4,FONTANA,1,1,1,6,6,7,12,5,2,1,141,30,7,9,1,0,0,217,227
1544,22A,4,FONTANA,1,1,1,0,4,1,2,2,0,1,66,24,3,5,0,0,0,103,108
496,22B,4,FONTANA,0,0,1,3,5,3,17,2,4,5,80,60,5,5,5,0,0,184,194
497,22B,4,FONTANA,0,0,1,10,3,4,16,6,6,4,102,51,9,0,0,0,0,211,211
498,22B,4,FONTANA,0,0,1,2,8,8,24,6,3,5,80,54,10,5,7,0,0,200,212
499,22B,4,FONTANA,0,0,1,6,6,6,22,2,1,1,73,54,15,5,11,0,0,186,202
500,22B,4,FONTANA,0,0,1,3,5,2,30,3,4,5,81,60,10,9,6,0,0,203,218
501,22B,4,FONTANA,0,0,1,4,6,4,23,6,2,6,90,58,12,2,4,0,0,211,217
502,22B,4,FONTANA,0,0,1,5,5,3,28,1,2,5,82,52,16,8,4,0,0,199,211
503,22B,4,FONTANA,0,0,1,5,5,0,28,2,5,5,78,59,8,7,4,0,0,195,206
504,22B,4,FONTANA,0,0,1,0,5,7,17,2,0,2,98,72,8,2,8,0,0,211,221
505,22B,4,FONTANA,0,0,1,4,3,1,29,8,2,4,94,45,10,5,4,0,0,200,209
506,22B,4,FONTANA,0,0,1,3,3,3,31,5,3,1,96,45,8,3,3,0,0,198,204
507,22B,4,FONTANA,0,0,1,3,6,3,14,2,2,13,90,39,9,5,13,0,0,181,199
508,22B,4,FONTANA,0,0,1,6,5,2,29,6,5,6,77,55,4,3,0,0,4,195,202
509,22B,4,FONTANA,0,0,1,2,5,3,28,2,2,6,92,56,8,5,5,0,0,204,214
510,22B,4,FONTANA,0,0,1,4,7,2,29,1,1,3,89,49,5,6,11,0,0,190,207
511,22B,4,FONTANA,0,0,1,4,8,6,18,1,3,1,86,45,12,1,12,0,0,184,197
512,22B,4,FONTANA,0,0,1,3,2,6,10,8,0,0,60,33,7,1,0,0,4,129,134
1545,22B,4,FONTANA,1,0,1,0,3,1,18,1,3,2,85,86,11,2,6,0,0,210,218
1546,22B,4,FONTANA,1,0,1,5,4,3,21,2,4,3,113,49,12,3,6,0,0,216,225
1547,22B,4,FONTANA,1,0,1,2,7,3,23,9,2,5,112,59,7,6,6,0,0,229,241
1548,22B,4,FONTANA,1,0,1,3,2,5,29,0,0,2,89,65,9,3,14,0,0,204,221
1549,22B,4,FONTANA,1,0,1,1,8,4,24,3,1,2,107,65,5,3,2,0,0,220,225
1550,22B,4,FONTANA,1,0,1,3,1,5,28,8,2,4,95,62,6,2,10,0,0,214,226
1551,22B,4,FONTANA,1,0,1,5,2,6,21,3,1,6,97,52,6,3,9,0,0,199,211
1552,22B,4,FONTANA,1,0,1,6,4,1,19,6,2,4,101,60,10,1,5,0,0,213,219
1553,22B,4,FONTANA,1,0,1,2,6,2,17,6,5,3,108,64,5,4,8,0,0,218,230
1554,22B,4,FONTANA,1,0,1,2,5,0,19,5,1,4,89,63,18,1,4,0,0,206,211
1555,22B,4,FONTANA,1,0,1,6,5,2,24,2,2,7,95,73,14,2,2,0,0,230,234
1556,22B,4,FONTANA,1,0,1,3,0,6,17,7,3,0,105,53,12,2,7,0,0,206,215
1557,22B,4,FONTANA,1,0,1,6,4,5,14,3,2,5,96,58,6,1,4,0,0,199,204
1558,22B,4,FONTANA,1,0,1,4,2,4,15,5,1,3,94,63,9,3,7,0,0,200,210
1559,22B,4,FONTANA,1,0,1,3,7,1,23,4,0,4,103,55,8,8,8,0,0,208,224
1560,22B,4,FONTANA,1,0,1,5,7,5,17,2,2,3,97,53,11,9,0,0,0,202,211
1561,22B,4,FONTANA,1,0,1,9,4,1,15,6,0,2,124,62,10,3,9,0,0,233,245
513,23,4,FONTANA,0,0,1,4,4,2,19,6,2,7,94,35,10,5,16,0,0,183,204
514,23,4,FONTANA,0,0,1,2,8,2,23,12,0,5,98,34,10,4,5,0,0,194,203
515,23,4,FONTANA,0,0,1,0,2,5,17,8,1,4,106,47,9,5,4,0,0,199,208
516,23,4,FONTANA,0,0,1,9,9,5,15,9,5,6,86,37,3,0,0,0,0,184,184
517,23,4,FONTANA,0,0,1,1,6,2,22,6,0,4,81,60,15,6,8,0,0,197,211
