mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,P33,P41,P60,P71,P176,P179,P180,P191,P652.1,P652.2,P652.3,P652.4,P652.5,P652.6,P652.7,P652.8,P652.9,P652.10,P652.11,P653.1,P653.2,P653.3,P654,nulos,recurridos,blanco,impugnados,validos,totales,P652,P653
1020,3,1,RESISTENCIA,1,1,1,1,14,2,11,4,2,3,2,0,1,2,1,2,2,2,2,1,0,25,110,5,8,2,0,0,5,0,201,208,38,123
1021,3,1,RESISTENCIA,1,1,1,2,5,0,9,5,0,4,5,0,2,1,1,0,5,1,0,1,2,17,94,11,10,2,2,0,14,0,176,194,30,115
1022,3,1,RESISTENCIA,1,1,1,5,4,2,12,6,0,1,3,0,1,4,0,0,2,3,1,2,1,24,92,13,7,2,1,2,7,0,184,196,38,112
1023,3,1,RESISTENCIA,1,1,1,0,5,1,13,0,2,2,0,1,1,3,3,0,0,2,2,1,3,12,96,12,6,1,0,0,10,0,166,177,28,114
1024,3,1,RESISTENCIA,1,1,1,6,11,1,15,3,2,2,3,1,4,1,0,1,2,0,0,3,5,27,91,10,13,5,0,0,2,0,202,209,44,114
1025,3,1,RESISTENCIA,1,1,1,3,4,1,16,3,3,1,2,0,0,1,0,1,3,4,1,1,1,12,123,9,8,3,0,0,12,0,198,213,24,140
1026,3,1,RESISTENCIA,1,1,1,4,7,1,20,1,4,2,2,1,2,3,2,3,4,1,0,1,3,17,109,13,14,4,0,0,9,0,215,228,37,136
1027,4,1,RESISTENCIA,1,1,1,6,3,0,16,1,1,2,11,0,1,0,0,3,2,0,0,0,1,18,82,11,15,1,0,0,9,0,174,184,25,108
1028,4,1,RESISTENCIA,1,1,1,1,10,3,13,1,1,1,3,1,0,1,1,1,2,1,1,1,1,22,100,12,4,1,1,0,10,0,182,194,32,116
1029,4,1,RESISTENCIA,1,1,1,0,7,1,14,2,0,2,2,0,1,1,0,1,5,1,0,2,2,24,94,15,11,0,0,0,7,0,186,193,37,120
1030,4,1,RESISTENCIA,1,1,1,1,9,0,9,1,4,3,1,1,1,2,0,3,3,3,1,1,4,16,88,8,13,2,0,1,3,0,173,179,35,109
1031,4,1,RESISTENCIA,1,1,1,4,4,0,16,2,2,1,1,2,0,4,0,0,3,1,2,2,1,21,92,8,7,2,0,0,10,0,174,186,36,107
1032,4,1,RESISTENCIA,1,1,1,5,5,0,12,1,2,3,1,1,1,0,2,3,0,0,0,2,3,20,111,11,6,1,0,0,10,0,190,201,32,128
1033,4,1,RESISTENCIA,1,1,1,5,12,0,11,2,0,1,5,0,3,1,2,0,0,1,0,2,4,19,82,10,10,3,2,0,4,0,171,180,32,102
1034,4,1,RESISTENCIA,1,1,1,2,8,1,16,0,6,1,3,2,2,3,1,0,1,0,1,5,2,11,89,7,6,4,0,0,11,0,168,183,28,102
1035,4,1,RESISTENCIA,1,1,1,4,9,0,15,1,0,1,5,1,1,0,0,1,0,0,0,1,1,18,94,8,11,1,0,0,6,0,172,179,23,113
1036,4,1,RESISTENCIA,1,1,1,1,11,0,4,1,1,3,1,1,0,2,0,1,1,0,0,0,0,9,58,4,3,0,0,0,2,0,102,104,14,65
1037,5A,1,RESISTENCIA,1,1,1,3,6,3,14,1,2,2,4,1,5,3,3,3,2,4,2,3,2,23,83,5,13,3,0,1,9,0,188,201,51,101
1038,5A,1,RESISTENCIA,1,1,1,5,4,1,8,3,5,2,1,1,3,4,1,1,2,6,2,3,8,36,69,4,9,5,0,0,13,0,179,197,67,82
1039,5A,1,RESISTENCIA,1,1,1,4,8,0,10,3,5,4,2,0,0,5,2,2,4,7,3,2,6,27,84,7,8,2,0,0,10,0,194,206,58,99
1040,5A,1,RESISTENCIA,1,1,1,1,4,0,10,0,3,0,4,2,4,2,4,2,6,2,1,0,6,28,71,9,12,1,0,1,6,0,172,180,57,92
1041,5A,1,RESISTENCIA,1,1,1,4,4,2,18,3,4,1,8,0,3,2,5,1,2,2,2,1,4,22,86,14,11,3,3,0,12,0,200,218,44,111
1042,5A,1,RESISTENCIA,1,1,1,3,9,2,17,2,2,5,1,2,3,5,1,1,5,1,1,5,2,38,72,7,11,3,0,0,3,0,196,202,64,90
1043,5A,1,RESISTENCIA,1,1,1,6,12,2,15,5,2,5,5,2,2,1,3,4,4,5,1,5,6,21,70,4,5,1,0,0,12,0,186,199,54,79
1044,5A,1,RESISTENCIA,1,1,1,2,3,2,8,2,3,1,3,0,1,1,1,0,1,2,2,1,5,23,103,4,4,6,2,0,14,0,173,195,37,111
1045,5A,1,RESISTENCIA,1,1,1,4,6,1,15,3,2,0,2,0,1,2,2,2,0,8,3,3,5,31,64,4,19,1,0,0,7,0,178,186,57,87
1046,5A,1,RESISTENCIA,1,1,1,4,6,0,20,2,2,1,5,3,4,3,3,4,2,2,1,6,3,35,78,9,12,2,1,2,3,0,206,214,66,99
1047,5A,1,RESISTENCIA,1,1,1,6,12,3,13,2,1,4,2,3,0,0,3,3,2,5,5,4,7,31,70,5,5,7,2,0,3,0,187,199,63,80
1048,5A,1,RESISTENCIA,1,1,1,2,7,2,9,3,2,2,1,1,1,0,1,2,2,1,2,4,2,31,103,8,7,1,0,0,15,0,194,210,47,118
1049,5A,1,RESISTENCIA,1,1,1,1,4,0,15,1,3,3,1,3,7,6,4,4,1,7,1,5,4,28,71,7,8,6,4,0,6,0,185,201,70,86
1050,5A,1,RESISTENCIA,1,1,1,1,8,3,15,1,2,2,5,1,1,6,0,6,2,4,0,2,3,34,69,5,11,5,0,2,8,0,182,197,59,85
1051,5A,1,RESISTENCIA,1,1,1,2,1,3,10,3,1,1,2,2,0,3,0,3,2,6,4,2,0,36,88,6,9,6,2,0,8,0,185,201,58,103
1052,5A,1,RESISTENCIA,1,1,1,4,6,1,16,3,8,4,4,1,3,4,0,1,5,5,1,1,3,40,76,3,15,3,0,0,11,0,205,219,64,94
1053,5A,1,RESISTENCIA,1,1,1,2,3,0,14,1,0,4,1,0,2,0,0,1,2,3,0,1,4,20,37,2,7,1,0,0,3,0,105,109,33,46
1054,5B,1,RESISTENCIA,1,0,1,3,3,1,10,2,1,2,1,10,3,7,0,7,1,5,0,2,0,71,58,1,1,4,5,0,3,0,190,202,106,60
1055,5B,1,RESISTENCIA,1,0,1,6,7,2,12,0,2,1,0,1,4,10,0,0,2,4,0,8,1,71,38,2,0,2,8,0,2,0,172,184,101,40
1056,5B,1,RESISTENCIA,1,0,1,5,6,0,14,0,4,0,3,3,1,11,0,6,2,1,0,4,0,58,60,3,2,5,7,0,0,0,184,196,86,65
1057,5B,1,RESISTENCIA,1,0,1,2,3,1,3,3,2,4,1,0,2,5,0,11,2,5,0,1,0,68,51,3,5,4,9,0,4,0,173,190,94,59
1058,5B,1,RESISTENCIA,1,0,1,3,7,2,10,2,2,2,0,2,3,11,2,8,2,8,0,4,0,60,49,1,1,3,4,0,5,0,180,192,100,51
